x,y,c
-6.283,0.000100570524902,0.00018530718170718693
-6.126,0.1584026692731925,0.15849276754963892
-5.969,0.32485877391516027,0.3249484876052908
-5.812,0.5093527189846185,0.5094579474244232
-5.655,0.7261921890487057,0.7263390002499036
-5.498,0.9994151738048093,0.9995743781541042
-5.341,1.375297641240722,1.375535673308643
-5.184,1.960378643,1.9608063487011882
-5.027,3.072049643301269,3.072959273274998
-4.869,6.329493053010742,6.332957491282614
-4.555,-6.303547475134765,-6.30113513886082
-4.398,-3.075887242917968,-3.0752796296917384
-4.241,-1.962165629287597,-1.9618825443928147
-4.084,-1.376355752001464,-1.3761780288103385
-3.927,-1.0001262498830565,-1.0000183661941746
-3.77,-0.72674213072705,-0.7266782350654919
-3.613,-0.5098035588250728,-0.5097376480043208
-3.456,-0.32524293057067777,-0.32519399001303817
-3.299,-0.15877529661242626,-0.1587203924104927
-3.142,-0.00046381899548276,-0.00040734643273714614
-2.985,0.15785082232580527,0.15788528351758363
-2.827,0.3253600129909665,0.32539890598721666
-2.67,0.5099330739603267,0.5099711260626033
-2.513,0.7269162045086668,0.7269614339257512
-2.356,1.000355717654785,1.000389056057183
-2.199,1.376647900687988,1.3767144197450152
-2.042,1.9625956473361814,1.9627814225765554
-1.885,3.076918308720703,3.077218555723416
-1.728,6.307619715639648,6.308686756338393
-1.414,-6.325337011287109,-6.325349118054528
-1.257,-3.081441984126464,-3.0814885295434
-1.1,-1.964784645733398,-1.9647596572486523
-0.942,-1.374994747163085,-1.3749998832781192
-0.785,-0.9992074797100823,-0.9992039901050427
-0.628,-0.7260620193088375,-0.7260559689601765
-0.471,-0.5092215942257072,-0.5092245662780975
-0.314,-0.32474077963366677,-0.324743625892482
-0.157,-0.158302096363769,-0.1583028110384216
0.0,0.0,0.0
0.157,0.158302096363769,0.1583028110384216
0.314,0.3247407793259275,0.324743625892482
0.471,0.509221593917968,0.5092245662780975
0.628,0.7260620163856197,0.7260559689601765
0.785,0.9992074777868645,0.9992039901050427
0.942,1.3749947443166495,1.3749998832781192
1.1,1.964784645733398,1.9647596572486523
1.257,3.081441984126464,3.0814885295434
1.414,6.32533698505371,6.325349118054528
1.728,-6.307619811649414,-6.308686756338393
1.885,-3.076918319106445,-3.077218555723416
2.042,-1.96259564795166,-1.9627814225765554
2.199,-1.3766479013034665,-1.3767144197450152
2.356,-1.000355717654785,-1.000389056057183
2.513,-0.7269162064318845,-0.7269614339257512
2.67,-0.5099330739603267,-0.5099711260626033
2.827,-0.3253600129909665,-0.32539890598721666
2.985,-0.15785082232580527,-0.15788528351758363
3.142,0.00046381453356876,0.00040734643273714614
3.299,0.15877529407373,0.1587203924104927
3.456,0.32524292649328523,0.32519399001303817
3.613,0.5098035541322018,0.5097376480043208
3.77,0.726742127265136,0.7266782350654919
3.927,1.00012624134375,1.0000183661941746
4.084,1.3763557513859854,1.3761780288103385
4.241,1.962165629287597,1.9618825443928147
4.398,3.075887242917968,3.0752796296917384
4.555,6.303547475134765,6.30113513886082
4.869,-6.329493328192382,-6.332957491282614
5.027,-3.072049706153808,-3.072959273274998
5.184,-1.9603786819655755,-1.9608063487011882
5.341,-1.3752976554728995,-1.375535673308643
5.498,-0.999415188344726,-0.9995743781541042
5.655,-0.726192201742187,-0.7263390002499036
5.812,-0.5093527227542718,-0.5094579474244232
5.969,-0.32485877737707425,-0.3249484876052908
6.126,-0.1584026771970205,-0.15849276754963892
