x,y,c
-1.0,-1.5707963951735835,-1.5707963267948966
-0.975,-1.346679432051757,-1.3467210414930773
-0.95,-1.253229006563964,-1.253235897503375
-0.925,-1.181053583658203,-1.181035593997422
-0.9,-1.11978408226123,-1.1197695149986342
-0.875,-1.065464275103027,-1.0654358165107394
-0.85,-1.01599427638623,-1.015985293814825
-0.825,-0.9702230918319088,-0.9702021999288456
-0.8,-0.9273328305147702,-0.9272952180016123
-0.775,-0.8867397894293213,-0.8867150949995675
-0.75,-0.8481024898385002,-0.848062078981481
-0.725,-0.8110465293778067,-0.8110343942875815
-0.7,-0.7754194862178952,-0.775397496610753
-0.675,-0.7409915711136468,-0.74096470220302
-0.65,-0.7076197941092528,-0.7075844367253556
-0.625,-0.6751557971700433,-0.6751315329370317
-0.6,-0.6435202959945068,-0.6435011087932844
-0.575,-0.6126321046275632,-0.6126041480486224
-0.55,-0.5823767501429438,-0.5823642378687435
-0.525,-0.5527395779094235,-0.5527151130967832
-0.5,-0.5236179576564935,-0.5235987755982989
-0.475,-0.4949804789860835,-0.49496403171689457
-0.45,-0.46678420318444774,-0.4667653390472964
-0.425,-0.4389816829289545,-0.4389618856097607
-0.4,-0.4115339079793698,-0.41151684606748806
-0.375,-0.38440912636413477,-0.3843967744956391
-0.35,-0.35758970753747477,-0.35757110364551026
-0.325,-0.33102793045642076,-0.3310117280892945
-0.3,-0.3047037554084465,-0.3046926540153975
-0.275,-0.27859333275842224,-0.2785897023916506
-0.25,-0.25269654149352977,-0.25268025514207865
-0.225,-0.2269552509841305,-0.22694303617851996
-0.2,-0.2013711280129385,-0.2013579207903308
-0.175,-0.17591070243688875,-0.17590576816371628
-0.15,-0.1505739567922355,-0.15056827277668602
-0.125,-0.12533468012902826,-0.1253278311680654
-0.1,-0.100171336198242,-0.1001674211615598
-0.075,-0.0750738810646965,-0.07507049107671654
-0.05,-0.05002296877770976,-0.050020856805770016
-0.025,-0.02500416949768026,-0.02500260489936114
0.0,3.661914e-08,0.0
0.025,0.02500416826672326,0.02500260489936114
0.05,0.0500229662390135,0.050020856805770016
0.075,0.0750738810646965,0.07507049107671654
0.1,0.100171336198242,0.1001674211615598
0.125,0.12533467789807126,0.1253278311680654
0.15,0.15057395648449626,0.15056827277668602
0.175,0.17591070243688875,0.17590576816371628
0.2,0.20137112770519927,0.2013579207903308
0.225,0.22695525067639127,0.22694303617851996
0.25,0.2526965411857905,0.25268025514207865
0.275,0.27859333152746524,0.2785897023916506
0.3,0.30470375510070724,0.3046926540153975
0.325,0.33102792722546376,0.3310117280892945
0.35,0.3575897072297355,0.35757110364551026
0.375,0.3844091248254385,0.3843967744956391
0.4,0.4115339076716305,0.41151684606748806
0.425,0.4389816826212153,0.4389618856097607
0.45,0.46678420256896924,0.4667653390472964
0.475,0.494980478370605,0.49496403171689457
0.5,0.523617957041015,0.5235987755982989
0.525,0.552739577293945,0.5527151130967832
0.55,0.5823767498352045,0.5823642378687435
0.575,0.612632104319824,0.6126041480486224
0.6,0.6435202956867675,0.6435011087932844
0.625,0.675155796862304,0.6751315329370317
0.65,0.7076197938015135,0.7075844367253556
0.675,0.7409915708059075,0.74096470220302
0.7,0.7754194808327635,0.775397496610753
0.725,0.8110376112478025,0.8110343942875815
0.75,0.8481009912258295,0.848062078981481
0.775,0.8867342360231925,0.8867150949995675
0.8,0.9273329872228995,0.9272952180016123
0.825,0.9702078636813956,0.9702021999288456
0.85,1.01599449663916,1.015985293814825
0.875,1.0654714229006346,1.0654358165107394
0.9,1.119772721654296,1.1197695149986342
0.925,1.1810506700568846,1.181035593997422
0.95,1.253229006563964,1.253235897503375
0.975,1.346678970774414,1.3467210414930773
