x,y,c
-6.283,0.00010057083264126,0.00018530717852557836
-6.126,0.15645513876037526,0.15653883763822046
-5.969,0.308961170353027,0.30904176151334495
-5.812,0.453867233912597,0.45394274928274236
-5.655,0.587608887825195,0.5876774669700413
-5.498,0.70689630255957,0.7069562530939006
-5.341,0.8087952166208495,0.8088450391114735
-5.184,0.8907990264696037,0.8908375228408063
-5.027,0.950890594409667,0.9509168195107017
-4.869,0.9877483166522207,0.9877615393791697
-4.712,0.9999999364558105,0.9999999243471311
-4.555,0.9876487453822017,0.9876399006942224
-4.398,0.9510029655086668,0.9509855053558227
-4.241,0.8909640272595205,0.8909383781944286
-4.084,0.8090087874617917,0.8089755830922093
-3.927,0.7071532161437984,0.7071132745273263
-3.77,0.5879027686862786,0.5878571033784827
-3.613,0.4541908799289545,0.4541405818960872
-3.456,0.3093066216446533,0.3092529239637634
-3.299,0.15681390339416426,0.1567581356650789
-3.142,0.00046381838000426,0.00040734639894142617
-2.985,-0.155925580444824,-0.1559534629411255
-2.827,-0.30940229859899876,-0.3094291420424324
-2.67,-0.45428051211999476,-0.45430566983030646
-2.513,-0.587984157738281,-0.5880070002674809
-2.356,-0.7072243533928215,-0.7072442931458977
-2.199,-0.809067924193359,-0.8090845005905939
-2.042,-0.8910097097884517,-0.8910225153752921
-1.885,-0.9510340679523925,-0.9510427925782534
-1.728,-0.9876645051251213,-0.9876689287836077
-1.571,-0.999999964304687,-0.9999999792586128
-1.414,-0.9877326093760983,-0.9877326197620127
-1.257,-0.9511685923620605,-0.9511686078382324
-1.1,-0.8912073483306883,-0.8912073600614354
-0.942,-0.8087360438856198,-0.8087360605531302
-0.785,-0.7068251385270995,-0.706825181105366
-0.628,-0.58752747938623,-0.5875275257138919
-0.471,-0.453777579488769,-0.4537776270755451
-0.314,-0.3088654778587638,-0.30886552009893214
-0.157,-0.156355769125976,-0.1563558122752478
0.0,-3.40036615e-08,0.0
0.157,0.156355769125976,0.1563558122752478
0.314,0.3088654775510245,0.30886552009893214
0.471,0.45377757918102973,0.4537776270755451
0.628,0.5875274768475338,0.5875275257138919
0.785,0.7068251376038818,0.706825181105366
0.942,0.8087360432701413,0.8087360605531302
1.1,0.8912073483306883,0.8912073600614354
1.257,0.9511685923620605,0.9511686078382324
1.414,0.9877326093760983,0.9877326197620127
1.571,0.999999964304687,0.9999999792586128
1.728,0.9876645063560783,0.9876689287836077
1.885,0.951034068567871,0.9510427925782534
2.042,0.8910097097884517,0.8910225153752921
2.199,0.8090679218856197,0.8090845005905939
2.356,0.7072243533928215,0.7072442931458977
2.513,0.5879841583537595,0.5880070002674809
2.67,0.45428051211999476,0.45430566983030646
2.827,0.30940229859899876,0.3094291420424324
2.985,0.155925580444824,0.1559534629411255
3.142,-0.00046381045617626,-0.00040734639894142617
3.299,-0.15681389993225026,-0.1567581356650789
3.456,-0.3093066160285635,-0.3092529239637634
3.613,-0.4541908730051265,-0.4541405818960872
3.77,-0.5879027649166253,-0.5878571033784827
3.927,-0.707153209835449,-0.7071132745273263
4.084,-0.8090087868463133,-0.8089755830922093
4.241,-0.8909640272595205,-0.8909383781944286
4.398,-0.9510029655086668,-0.9509855053558227
4.555,-0.9876487453822017,-0.9876399006942224
4.712,-0.9999999364558105,-0.9999999243471311
4.869,-0.9877483188831777,-0.9877615393791697
5.027,-0.95089059871582,-0.9509168195107017
5.184,-0.8907990333934318,-0.8908375228408063
5.341,-0.8087952236214597,-0.8088450391114735
5.498,-0.706896313241699,-0.7069562530939006
5.655,-0.587608900441894,-0.5876774669700413
5.812,-0.4538672402209465,-0.45394274928274236
5.969,-0.30896117796911576,-0.30904176151334495
6.126,-0.156455153300292,-0.15653883763822046
