x,y,c
0.0,0.0,0.0
0.05,0.22359430581042475,0.22360679774997896
0.1,0.3162083634333495,0.31622776601683794
0.15,0.3872739182824705,0.3872983346207417
0.2,0.4471886166208495,0.4472135954999579
0.25,0.4999738892139893,0.5
0.3,0.547693967649414,0.5477225575051661
0.35,0.5915794039201655,0.5916079783099616
0.4,0.632416734866699,0.6324555320336759
0.45,0.6707783255822745,0.6708203932499369
0.5,0.707068944339355,0.7071067811865476
0.55,0.7415701380628658,0.7416198487095663
0.6,0.774547836564941,0.7745966692414834
0.65,0.8061699953184812,0.806225774829855
0.7,0.836605165009765,0.8366600265340756
0.75,0.8659716083316643,0.8660254037844386
0.8,0.894377239241699,0.8944271909999159
0.85,0.9219034326364745,0.9219544457292888
0.9,0.9486251003768308,0.9486832980505138
0.95,0.9746303632702635,0.9746794344808963
1.0,0.9999477834279785,1.0
1.05,1.0246392577824706,1.02469507659596
1.1,1.0487452978801266,1.0488088481701516
1.15,1.0723223595666496,1.0723805294763609
1.2,1.095387938298828,1.0954451150103321
1.25,1.117976155054687,1.118033988749895
1.3,1.140119568040527,1.140175425099138
1.35,1.16183096654541,1.161895003862225
1.4,1.183158811840332,1.1832159566199232
1.45,1.204095271520019,1.2041594578792296
1.5,1.2246684488796384,1.224744871391589
1.55,1.244924075991699,1.2449899597988732
1.6,1.264833474733398,1.2649110640673518
1.65,1.2844410218107905,1.284523257866513
1.7,1.3037536946960444,1.3038404810405297
1.75,1.3227779525017085,1.3228756555322954
1.8,1.34155665116455,1.3416407864998738
1.85,1.3600585227624504,1.3601470508735443
1.9,1.378325629998046,1.378404875209022
1.95,1.396326001109375,1.396424004376894
2.0,1.41413789367871,1.4142135623730951
2.05,1.431691884399414,1.4317821063276353
2.1,1.449065692491699,1.449137674618944
2.15,1.466189409214355,1.466287829861518
2.2,1.4831402811257315,1.4832396974191326
2.25,1.499921675949707,1.5
2.3,1.5164999266760244,1.51657508881031
2.35,1.5328780279919425,1.5329709716755893
2.4,1.549095675129882,1.5491933384829668
2.45,1.5651555665930175,1.5652475842498528
2.5,1.5810602623317864,1.5811388300841898
2.55,1.5967753540305174,1.5968719422671311
2.6,1.6123399936369625,1.61245154965971
2.65,1.6277932380891105,1.6278820596099706
2.7,1.643063488783203,1.6431676725154984
2.75,1.658226451505859,1.6583123951777
2.8,1.673210334019531,1.6733200530681511
2.85,1.6880906683234855,1.6881943016134133
2.9,1.702832349416992,1.70293863659264
2.95,1.717473900568847,1.7175564037317668
3.0,1.7319432216633295,1.7320508075688772
3.05,1.746315553825195,1.746424919657298
3.1,1.760592366433105,1.760681686165901
3.15,1.774738223606933,1.7748239349298849
3.2,1.788754484483398,1.7888543819998317
3.25,1.802679300524414,1.8027756377319946
3.3,1.816477085295898,1.816590212458495
3.35,1.8301858856345206,1.8303005217723127
3.4,1.843806872272949,1.8439088914585775
3.45,1.8573043107624505,1.857417562100671
3.5,1.870716132081054,1.8708286933869707
3.55,1.8840433797956535,1.8841443681416772
3.6,1.8972502077536615,1.8973665961010275
3.65,1.910374434075683,1.91049731745428
3.7,1.923417000395019,1.9235384061671346
3.75,1.936378804879394,1.9364916731037085
3.8,1.949260728540527,1.9493588689617927
3.85,1.962026765979003,1.9621416870348585
3.9,1.9747145864543456,1.9748417658131499
3.95,1.9873618316081536,1.9874606914351791
