x,y,c
-4.0,27.307482075300783,27.308232836016487
-3.9,24.710666503523438,24.711345508487987
-3.8,22.361163523789063,22.36177763257849
-3.7,20.235457849332033,20.23601394326887
-3.6,18.312276135660156,18.31277908306264
-3.5,16.572369721726563,16.572824671057315
-3.4,14.998313855457031,14.998736658678668
-3.3,13.574378175074218,13.574761044029561
-3.2,12.286299873998045,12.28664620054386
-3.1,11.121186902623046,11.121500241917596
-3.0,10.067378248617187,10.067661995777765
-2.9,9.114327421326172,9.114584294749733
-2.8,8.252495941421875,8.252728416861132
-2.7,7.473252609512695,7.473468618806294
-2.6,6.768810071518554,6.769005806608012
-2.5,6.132112216394531,6.132289479663687
-2.4,5.556786560483398,5.556947166965506
-2.3,5.037075008304687,5.037220649268761
-2.2,4.567776220896484,4.567908328898228
-2.1,4.144193339623046,4.144313170410316
-2.0,3.762084224233886,3.7621956910836314
-1.9,3.417630146707031,3.417731530750952
-1.8,3.107381001571777,3.1074731763172667
-1.7,2.828231548896972,2.828315457889967
-1.6,2.577387934686035,2.5774644711948853
-1.5,2.352339729364257,2.352409615243247
-1.4,2.150834535603515,2.1508984653931407
-1.3,1.970854342708496,1.9709142303266285
-1.2,1.8106004773278805,1.8106555673243747
-1.1,1.6684677715446774,1.6685185538222564
-1.0,1.543033647235839,1.5430806348152437
-0.9,1.4330426943635246,1.4330863854487743
-0.8,1.3373941295568845,1.3374349463048447
-0.7,1.2551306559890134,1.255169005630943
-0.6,1.1854284762937004,1.1854652182422676
-0.5,1.127591002544921,1.1276259652063807
-0.4,1.081038856558105,1.0810723718384547
-0.3,1.045306113664062,1.0453385141288605
-0.2,1.020035139650878,1.020066755619076
-0.1,1.004973016249023,1.0050041680558035
0.0,0.9999690014136963,1.0
0.1,1.004973016249023,1.0050041680558035
0.2,1.020035139650878,1.020066755619076
0.3,1.045306113664062,1.0453385141288605
0.4,1.081038856558105,1.0810723718384547
0.5,1.1275910031603995,1.1276259652063807
0.6,1.1854284762937004,1.1854652182422676
0.7,1.255130655373535,1.255169005630943
0.8,1.3373941295568845,1.3374349463048447
0.9,1.433042693748046,1.4330863854487743
1.0,1.543033647235839,1.5430806348152437
1.1,1.6684677715446774,1.6685185538222564
1.2,1.8106004773278805,1.8106555673243747
1.3,1.970854342708496,1.9709142303266285
1.4,2.150834532372558,2.1508984653931407
1.5,2.352339729364257,2.352409615243247
1.6,2.577387934686035,2.5774644711948853
1.7,2.828231548896972,2.828315457889967
1.8,3.107380993416992,3.1074731763172667
1.9,3.41763014101416,3.417731530750952
2.0,3.762084224233886,3.7621956910836314
2.1,4.144193313389648,4.144313170410316
2.2,4.567776206048828,4.567908328898228
2.3,5.037074978609375,5.037220649268761
2.4,5.556786545635742,5.556947166965506
2.5,6.132112186699218,6.132289479663687
2.6,6.768809997280273,6.769005806608012
2.7,7.473252576355468,7.473468618806294
2.8,8.252495904802734,8.252728416861132
2.9,9.114327413402343,9.114584294749733
3.0,10.067378248617187,10.067661995777765
3.1,11.121186872927733,11.121500241917596
3.2,12.286299866074218,12.28664620054386
3.3,13.57437812260742,13.574761044029561
3.4,14.998313848533202,14.998736658678668
3.5,16.572369661335937,16.572824671057315
3.6,18.312276016878904,18.31277908306264
3.7,20.235457789941407,20.23601394326887
3.8,22.361163314921875,22.36177763257849
3.9,24.710666384742186,24.711345508487987
