x,y,c
-1.0,3.14159279211621,3.141592653589793
-0.975,2.917475831609863,2.917517368287974
-0.95,2.82402540612207,2.824032224298272
-0.925,2.751849979216308,2.7518319207923185
-0.9,2.690580479819335,2.6905658417935308
-0.875,2.636260672661132,2.636232143305636
-0.85,2.586790671944335,2.5867816206097216
-0.825,2.541019490466796,2.540998526723742
-0.8,2.498129228765136,2.498091544796509
-0.775,2.457536188679687,2.457511421794464
-0.75,2.418898888088867,2.4188584057763776
-0.725,2.381842927012695,2.381830721082478
-0.7,2.346215883468261,2.34619382340565
-0.675,2.311787968748535,2.3117610289979167
-0.65,2.27841619074414,2.278380763520252
-0.625,2.24595219342041,2.2459278597319283
-0.6,2.214316692629394,2.214297435588181
-0.575,2.183428503877929,2.183400474843519
-0.55,2.153173145777832,2.15316056466364
-0.525,2.12353597485205,2.12351143989168
-0.5,2.094414354599121,2.0943951023931957
-0.475,2.06577687692871,2.065760358511791
-0.45,2.037580601819335,2.037561665842193
-0.425,2.00977808171582,2.009758212404657
-0.4,1.982330306845214,1.9823131728623846
-0.375,1.95520552422998,1.9551931012905357
-0.35,1.92838610840332,1.9283674304404068
-0.325,1.901824328322265,1.9018080548841911
-0.3,1.875500155582031,1.8754889808102941
-0.275,1.8493897316242676,1.8493860291865472
-0.25,1.823492941359375,1.8234765819369754
-0.225,1.797751651157714,1.7977393629734166
-0.2,1.772167527186523,1.7721542475852274
-0.175,1.746707103302734,1.746702094958613
-0.15,1.72137035396582,1.7213645995715827
-0.125,1.6961310789948725,1.696124157962962
-0.1,1.6709677353718255,1.6709637479564565
-0.075,1.645870278238281,1.6458668178716132
-0.05,1.620819368643554,1.6208171836006666
-0.025,1.5958005703635245,1.5957989316942578
0.0,1.5707963565544425,1.5707963267948966
0.025,1.5457922242145996,1.5457937218955355
0.05,1.52077342493457,1.5207754699891267
0.075,1.495722511108886,1.4957258357181802
0.1,1.4706250559753415,1.4706289056333368
0.125,1.4454617145832516,1.445468495626831
0.15,1.4202224379968256,1.4202280540182106
0.175,1.394885690044433,1.3948905586311804
0.2,1.3694252667761224,1.369438406004566
0.225,1.3438411398049315,1.3438532906163767
0.25,1.318099848987792,1.318116071652818
0.275,1.2922030589538565,1.292206624403246
0.3,1.2660926383806146,1.2661036727794992
0.325,1.239768465255859,1.2397845987056022
0.35,1.213206685943847,1.2132252231493863
0.375,1.186387268348144,1.1863995522992576
0.4,1.159262482501953,1.1592794807274085
0.425,1.1318147088601065,1.131834441185136
0.45,1.1040121899123534,1.1040309877476002
0.475,1.0758159138029786,1.0758322950780022
0.5,1.0471784341325674,1.0471975511965979
0.525,1.0180568148796385,1.0180812136981134
0.55,0.988419643338378,0.9884320889261531
0.575,0.9581642868537595,0.9581921787462742
0.6,0.927276095486816,0.9272952180016123
0.625,0.8956405963112785,0.895664793857865
0.65,0.86317659937207,0.863211890069541
0.675,0.829804821367675,0.8298316245918765
0.7,0.79537691134082,0.7953988301841436
0.725,0.759758779925781,0.759761932507315
0.75,0.722695401947753,0.7227342478134157
0.775,0.68406215815039,0.6840812317953292
0.8,0.643463404950683,0.6435011087932843
0.825,0.600588528492187,0.6005941268660511
0.85,0.554801895918945,0.5548110329800715
0.875,0.505324967041992,0.5053605102841573
0.9,0.451023667903808,0.45102681179626236
0.925,0.389745720885742,0.3897607327974747
0.95,0.31756738299414,0.3175604292915215
0.975,0.224117417783691,0.22407528530181936
